station_id,Model,MAE,RMSE,MAPE,R2,Time_s
500101122,WeeklyAvg,3.231,3.941,408964.172,-0.375,0.001
500101122,RandomForest,3.309,3.945,484669.696,-0.379,0.089
500101122,LinearRegression,3.34,4.178,313544.683,-0.546,0.001
500101122,Prophet,4.29,5.389,275927.792,-1.572,0.195
500101122,ARIMA,3.059,3.592,301563.125,-0.143,0.067
500101123,Naive,6.809,8.282,201.572,0,0
500101123,WeeklyAvg,6.88,8.446,146.779,-0.04,0
500101123,RandomForest,8.313,9.966,280.456,-0.448,0.09
500101123,LinearRegression,10.993,13.634,411.637,-1.71,0.002
500101123,Prophet,8.577,10.214,325.53,-0.521,0.212
500101123,ARIMA,7.789,8.683,271.76,-0.099,0.077
500101124,Naive,8.273,9.794,52.707,-1.168,0
500101124,WeeklyAvg,8.568,10.118,52.826,-1.313,0
500101124,RandomForest,8.554,9.881,59.677,-1.206,0.088
500101124,LinearRegression,9.656,11.452,62.229,-1.964,0.002
500101124,Prophet,18.43,21.497,187.797,-9.442,0.217
500101124,ARIMA,5.917,7.734,81.022,-0.352,0.036
500101125,Naive,5.518,6.816,100.924,-0.103,0.001
500101125,WeeklyAvg,6.03,8.204,72.688,-0.597,0
500101125,RandomForest,5.672,7.091,109.232,-0.193,0.089
500101125,LinearRegression,6.293,7.911,105.175,-0.486,0.002
500101125,Prophet,4.683,6.146,79.345,0.103,0.214
500101125,ARIMA,5.51,6.811,100.588,-0.101,0.126
500101126,Naive,7.119,7.999,210.479,-0.003,0
500101126,WeeklyAvg,4.993,6.296,90.107,0.378,0.001
500101126,RandomForest,7.419,8.564,265.364,-0.15,0.087
500101126,LinearRegression,6.5,7.742,218.31,0.06,0.003
500101126,Prophet,4.512,5.649,111.949,0.499,0.176
500101126,ARIMA,6.903,8.438,163.142,-0.117,0.038
500101127,Naive,8.812,10.507,177.729,-0.011,0
500101127,WeeklyAvg,6.466,8.465,85.529,0.344,0
500101127,RandomForest,6.884,9.052,91.048,0.25,0.091
500101127,LinearRegression,10.003,11.784,133.903,-0.271,0.003
500101127,Prophet,7.599,10.192,98.204,0.049,0.205
500101127,ARIMA,12.721,16.136,77.409,-1.384,0.035
500101128,Naive,10.485,11.71,70.286,-0.815,0
500101128,WeeklyAvg,8.839,10.684,46.783,-0.511,0
